Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
OBČINA AJDOVŠČINA,Poslovni subjekt,TRSNIČARSKA ZADRUGA VRHPOLJE Z.O.O.,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,TRSNIČARSKA ZADRUGA VRHPOLJE Z.O.O.,2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,TRSNIČARSKA ZADRUGA VRHPOLJE Z.O.O.,2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TEES d.o.o. Trgovinske, organizacijske in obrtne storitve",2010-11-04,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TEES d.o.o. Trgovinske, organizacijske in obrtne storitve",2018-12-07,2023-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,INSTALACIJE FURLAN d.o.o.,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,INSTALACIJE FURLAN d.o.o.,2014-11-03,2019-12-06,4
OBČINA AJDOVŠČINA,Kmetijsko gospodarstvo,,2010-11-04,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,PECIVO Pekarstvo in slaščičarstvo d.d. Nova Gorica,2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"MLIMA, družba za upravljanje z naložbami d.o.o.",2018-12-07,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,SONČEK ZELIŠČNO ZDRAVILSTVO MARTIN LOZAR MAG. FARM. S.P.,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,DRUŠTVO VETERANOV ''SEVER'' SEVERNE PRIMORSKE,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,DRUŠTVO VETERANOV ''SEVER'' SEVERNE PRIMORSKE,2014-11-03,2018-12-07,2
OBČINA AJDOVŠČINA,Poslovni subjekt,DRUŠTVO VETERANOV ''SEVER'' SEVERNE PRIMORSKE,2018-12-07,9999-12-30,6
OBČINA AJDOVŠČINA,Poslovni subjekt,LOVSKO KINOLOŠKO DRUŠTVO GORICA NOVA GORICA,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,LOVSKO KINOLOŠKO DRUŠTVO GORICA NOVA GORICA,2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,LOVSKO KINOLOŠKO DRUŠTVO GORICA NOVA GORICA,2018-12-07,2022-12-08,1
OBČINA AJDOVŠČINA,Poslovni subjekt,GRAMINT Trgovina d.o.o.,2010-11-04,2015-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,POSREDNIŠTVO PRI PRODAJI RAZNOVRSTNEGA BLAGA JAN ZELINŠČEK S.P.,2010-11-04,2015-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,VELTRA Veletrgovina in storitve d.o.o. Cesta,2010-11-04,2015-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"MITKO, Podjetje za strategijo in upravljanje, d.o.o.",2010-11-04,2012-01-17,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"NOVA NOVA Radio, televizija in založništvo d.o.o. - v stečaju",2010-11-04,2014-11-03,3
OBČINA AJDOVŠČINA,Poslovni subjekt,"NOVA NOVA Radio, televizija in založništvo d.o.o. - v stečaju",2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"NOVA NOVA Radio, televizija in založništvo d.o.o. - v stečaju",2018-12-07,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TRIPART, ROKODELSKA DELAVNICA LEPIH OBLIK, MITJA TRIPKOVIĆ S.P.",2011-10-11,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TRIPART, ROKODELSKA DELAVNICA LEPIH OBLIK, MITJA TRIPKOVIĆ S.P.",2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TRIPART, ROKODELSKA DELAVNICA LEPIH OBLIK, MITJA TRIPKOVIĆ S.P.",2018-12-07,2022-12-09,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TRIPART, ROKODELSKA DELAVNICA LEPIH OBLIK, MITJA TRIPKOVIĆ S.P.",2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,KAMTEHNIKA Proizvodnja in storitve d.o.o.,2010-11-04,2014-11-04,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"K-INVEST, SVETOVANJE IN STORITVE, D.O.O.",2010-11-04,2014-11-04,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"ECO GOINVEST, energija, okolje in ekonomija, d.o.o.",2011-04-18,2015-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,Zavod BETA - Inštitut za razvoj družbe,2011-01-10,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,Zavod BETA - Inštitut za razvoj družbe,2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,Zavod BETA - Inštitut za razvoj družbe,2018-12-07,2019-01-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZVEZA TABORNIKOV SLOVENIJE,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZVEZA TABORNIKOV SLOVENIJE,2014-11-03,2015-03-15,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"SOTUM, Izobraževalne in svetovalne storitve d.o.o.",2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"SOTUM, Izobraževalne in svetovalne storitve d.o.o.",2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"SOTUM, Izobraževalne in svetovalne storitve d.o.o.",2018-12-07,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ŽENSKI ROKOMETNI KLUB MLINOTEST,2014-11-03,2018-12-06,13
OBČINA AJDOVŠČINA,Poslovni subjekt,POSREDNIŠTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV BOGDAN SLOKAR S.P.,2014-11-03,2019-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,POSREDNIŠTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV BOGDAN SLOKAR S.P.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,Zavod MINNO - Organizacija za družbeni razvoj,2014-11-03,2019-12-06,2
OBČINA AJDOVŠČINA,Poslovni subjekt,PREVAJANJE DARKO MAVRIČ S.P.,2015-05-04,2018-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TROSIN, SVETOVANJE, INŽENIRING, NADZOR DAMJAN TROŠT S.P.",2014-11-03,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"TROSIN Svetovanje, inženiring, nadzor d.o.o.",2014-11-03,2018-12-06,0
OBČINA AJDOVŠČINA,Kmetijsko gospodarstvo,,2015-03-05,2019-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,PRITRKOVALSKO DRUŠTVO IVAN MERCINA,2014-11-03,2018-12-06,3
OBČINA AJDOVŠČINA,Poslovni subjekt,MIRAN GREGORC - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2015-03-05,2019-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,OBLAGANJE TAL IN STEN ANDREJ VIDRIH S.P.,2014-11-03,2018-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZAKLJUČNA DELA DEAN VOLK S.P.,2014-11-03,2018-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,REMONT Gradbeno podjetje d.o.o. Ajdovščina,2014-11-03,2018-05-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,PRIMORSKA HRANILNICA VIPAVA d.d.,2014-11-03,2018-12-06,68
OBČINA AJDOVŠČINA,Poslovni subjekt,FAMA d.o.o. podjetje za trženje Vipava,2014-11-03,2018-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,PROSTOVOLJNO GASILSKO DRUŠTVO COL,2018-12-07,9999-12-30,92
OBČINA AJDOVŠČINA,Poslovni subjekt,PODVELB Trgovsko in storitveno podjetje d.o.o. Col,2015-04-22,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,PODVELB Trgovsko in storitveno podjetje d.o.o. Col,2018-12-07,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,WODAN ZEMELJSKA DELA BRANKO TRATNIK AMBROŽIČ S.P.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,VELTING d.o.o. Trgovsko in proizvodno podjetje,2018-05-31,2019-12-06,1
OBČINA AJDOVŠČINA,Poslovni subjekt,GORAN KRAVOS - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2018-09-27,2018-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,TOMAŽ KRAVOS - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2018-09-27,2018-12-06,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"IVAL Turizem, gostinstvo in trgovina d.o.o.",2018-12-07,2023-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,MARJAN VIDMAR - SOBODAJALEC,2018-12-07,2023-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,MONTER ENERGETSKIH NAPRAV JURKO PERGAR S.P.,2018-12-07,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ŠPORTNO DRUŠTVO BODYBUILDING&FITNESS AJDOVŠČINA,2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"Spletna trgovina, Mitja Kastelic s.p.",2018-12-07,2018-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,AGRO ROMANA Družba za storitve in trgovino d.o.o. Selo,2018-12-07,2023-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,INOX CENTER Proizvodnja in trgovina d.o.o.,2020-01-01,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,VIPA HOLDING d.d.,2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ODVETNIK BLAŽ PRAČEK,2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"MLINOTEST KRUH KOPER, d.o.o. MLINOTEST KRUH KOPER, s.r.l.",2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,MLINOTEST Živilska industrija d.d.,2018-12-07,2022-12-08,6
OBČINA AJDOVŠČINA,Poslovni subjekt,MLINO družba za upravljanje z naložbami d.o.o.,2018-12-07,2022-12-08,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZDRAVSTVENO IN SOCIALNO SVETOVANJE SILVELI BOGATAJ PREMRN S.P.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"Ta-Ani, animiranje otrok, Anita Štor s.p.",2020-09-01,2022-12-09,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"Ta-Ani, animiranje otrok, Anita Štor s.p.",2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,OBMOČNO ZDRUŽENJE VETERANOV VOJNE ZA SLOVENIJO OBČIN AJDOVŠČINA IN VIPAVA,2018-12-07,9999-12-30,30
OBČINA AJDOVŠČINA,Poslovni subjekt,"DARAFIS DAVČNE, RAČUNOVODSKE IN FINANČNE STORITVE TANJA BAT S.P.",2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZAVAROVALNIŠKO ZASTOPANJE MARJAN CURK S.P.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,GULILES Lesna predelava-uvoz-izvoz Vrtovin d.o.o.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,RAČUNOVODSKE STORITVE TOMAŽ PIRJEVEC S.P.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ELEKTRO IN STROJNE INŠTALACIJE JAN KEBER S.P.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,TRIGLAVKO Zavarovalno zastopniška družba d.o.o.,2022-12-09,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,"INDE, SALONIT ANHOVO Podjetje za zaposlovanje invalidov, d.o.o.",2022-12-09,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2014-10-22,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,KOBILARNA LIPICA d.o.o.,2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Holding Kobilarna Lipica, d.o.o.",2022-12-01,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Posredništvo pri prodaji raznovrstnih izdelkov, Otmar Piščanc s.p.",2018-12-05,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2018-12-05,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2018-12-05,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,Posredništvo pri prodaji Simon Klun s.p.,2018-12-05,2020-10-08,0
OBČINA ANKARAN,Poslovni subjekt,Športno društvo nogometna šola Ankaran - Associazione Sportiva Scuola Calcio Ancarano,2018-12-05,9999-12-30,4
OBČINA ANKARAN,Poslovni subjekt,ZDRUŽENJE STEČAJNIH UPNIKOV - Associazione dei creditori delle societa` in fallimento,2018-12-05,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2018-12-05,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2022-12-01,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2018-12-05,2022-12-01,0
OBČINA ANKARAN,Poslovni subjekt,"CHARTER AGENT, svetovanje in druge storitve, d.o.o.",2014-10-22,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Posredništvo pri prodaji živil, Mitja Černetič s.p.",2104-10-22,9999-12-30,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2014-10-22,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,Športno društvo Ankaran - Associazione sportiva Ancarano,2014-10-05,9999-12-30,22
OBČINA ANKARAN,Poslovni subjekt,"AIDA - Trgovina in inženiring, d.o.o. Ankaran",2017-07-06,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,SKLAD SILVA - DRUŠTVO ZA KAKOVOSTNO ŽIVLJENJE LJUDI S POSEBNIMI POTREBAMI,2014-10-22,9999-12-30,6
OBČINA ANKARAN,Poslovni subjekt,"BARBARA ŠVAGELJ S.P., IZOBRAŽEVANJE IN SVETOVANJE",2014-10-22,2020-06-26,0
OBČINA ANKARAN,Poslovni subjekt,"JUMETAL d.o.o., proizvodnja, trgovina in storitve",2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"ABC Logistika d.o.o., mednarodna špedicija in transport",2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Kulturno društvo 5. kader, Associazione culturale 5. kader",2022-12-01,9999-12-30,4
OBČINA ANKARAN,Poslovni subjekt,"MPJ DET, oddajanje nepremičnin, d.o.o.",2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Odvetniška pisarna Prodan Jurič, d.o.o.",2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"LITTORINA, Zavod za izobraževanje, raziskovanje, šport in umetnost, Koper - v likvidaciji",2014-10-22,2023-07-20,0
OBČINA ANKARAN,Kmetijsko gospodarstvo,,2014-10-22,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"GASSPAR INVEST, upravljanje z nepremičninami d.o.o.",2014-10-22,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Gasspar naložbe, trgovanje z nepremičninami, d.o.o.",2014-10-22,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,Zavod KULiPOS - zavod za dvig kakovosti poslovnega in kulturnega delovanja,2022-12-01,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,SLOVENSKO BUJATRIČNO DRUŠTVO,2014-10-22,9999-12-30,0
OBČINA ANKARAN,Poslovni subjekt,"Elektromar, elektroinštalacije in navtične storitve, Iztok Mermolja s.p.",2015-03-01,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,"KMETIJSKA ZADRUGA RADGONA, z.o.o.",2018-12-19,2022-12-09,5
OBČINA APAČE,Kmetijsko gospodarstvo,,2022-12-09,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,VIDEO STUDIO 90 - KANAL 3 EDŠIDT OLGA S.P.,2014-10-27,2018-12-19,4
OBČINA APAČE,Kmetijsko gospodarstvo,,2018-12-19,2022-12-09,0
OBČINA APAČE,Poslovni subjekt,UROŠ VALNER - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2014-10-27,9999-12-30,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2014-10-27,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,"TAPETNIŠTVO IN AVTOTAPETNIŠTVO, MARKO IVANEK s.p.",2022-12-09,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,"ALU-MONTAŽA, MATEJ GRILANC s.p.",2022-12-09,2023-04-18,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2018-12-19,2022-12-09,0
OBČINA APAČE,Poslovni subjekt,"KMETIJSKA ZADRUGA RADGONA, z.o.o.",2018-12-19,9999-12-30,5
OBČINA APAČE,Poslovni subjekt,EURODESIGN Podjetje za opremljanje objektov Apače d.o.o.,2010-10-29,2015-10-27,7
OBČINA APAČE,Kmetijsko gospodarstvo,,2010-10-29,2014-10-27,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2014-10-27,9999-12-30,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2014-10-27,2018-12-19,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2022-12-09,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,Grobnik Franc - nosilec dopolnilne dejavnosti na kmetiji,2018-12-19,9999-12-30,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2010-10-29,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,"PEKARNA ""RŽ"" MIRJANA FEKONJA S.P.",2014-10-27,2018-12-19,0
OBČINA APAČE,Poslovni subjekt,RIKI trgovina in storitve d.o.o.,2022-12-09,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,EURODESIGN Podjetje za opremljanje objektov Apače d.o.o.,2022-12-09,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,ČISTO OKOLJE KDN dimnikarske storitve Gornja Radgona d.o.o.,2018-12-19,9999-12-30,1
OBČINA APAČE,Poslovni subjekt,"EUROCENTER APAČE - TRGOVINA, ALEKSANDER BEVK, S.P.",2010-10-29,2015-10-27,0
OBČINA APAČE,Poslovni subjekt,"AVTO MARKO, servis vozil, trgovina z avto deli, Tatjana Kebrič s.p. - V STEČAJU",2010-10-29,2018-12-19,0
OBČINA APAČE,Kmetijsko gospodarstvo,,2018-12-19,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,RAČUNOVODSKE STORITVE MITRA FLISAR JACQUELINE S.P.,2018-12-19,2022-12-09,0
OBČINA APAČE,Poslovni subjekt,RAČUNOVODSKE STORITVE MITRA FLISAR JACQUELINE S.P.,2014-10-27,2018-12-19,0
OBČINA APAČE,Poslovni subjekt,RAČUNOVODSKE STORITVE MITRA FLISAR JACQUELINE S.P.,2010-10-29,2014-10-27,0
OBČINA APAČE,Poslovni subjekt,"HIŠA ZDRAVJA IN DOBREGA POČUTJA ""SAVIVA"", EVA VALNER S.P.",2014-10-27,2019-12-19,0
OBČINA APAČE,Poslovni subjekt,KEGL DARKO - PERUTNINARSTVO,2018-12-19,9999-12-30,79
OBČINA APAČE,Poslovni subjekt,"KMETIJSKA ZADRUGA RADGONA, z.o.o.",2022-12-09,9999-12-30,0
OBČINA APAČE,Poslovni subjekt,RAČUNOVODSKE STORITVE MITRA FLISAR JACQUELINE S.P.,2022-12-09,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,ELEKTRO GRELKO ALOJZ FORJAN S.P.,2010-11-03,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,GIMNAZIJA MURSKA SOBOTA,2012-02-23,2014-11-07,2
OBČINA BELTINCI,Poslovni subjekt,GIMNAZIJA MURSKA SOBOTA,2014-11-07,9999-12-30,5
OBČINA BELTINCI,Kmetijsko gospodarstvo,,2010-11-03,9999-12-30,0
OBČINA BELTINCI,Kmetijsko gospodarstvo,,2010-11-03,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,S.R.P. - računovodske storitve in svetovanje d.o.o.,2010-11-03,2012-12-04,0
OBČINA BELTINCI,Poslovni subjekt,"MUZIKA, izobraževanje, svetovanje in organizacija prireditev, Matej Zavec s.p.",2010-11-03,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,DRUŠTVO HARMONIKARJEV MURSKA SOBOTA,2010-11-03,9999-12-30,8
OBČINA BELTINCI,Kmetijsko gospodarstvo,,2010-11-03,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,"ZASEBNA AMBULANTA ZA PLJUČNE BOLEZNI, MAG. ALOJZ HORVAT, DR. MED. SPECIALIST INTERNE MEDICINE",2010-11-03,9999-12-30,0
OBČINA BELTINCI,Kmetijsko gospodarstvo,,2012-11-03,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,OSNOVNA ŠOLA ODRANCI,2014-11-07,9999-12-30,103
OBČINA BELTINCI,Poslovni subjekt,POMURSKI RAZVOJNI ZAVOD BELTINCI,2014-11-07,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,"DAJANJE V NAJEM NEPREMIČNIN, KLEDEJE d.o.o.",2014-11-07,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,FERLIP prevozništvo d.o.o.,2014-11-07,9999-12-30,0
OBČINA BELTINCI,Kmetijsko gospodarstvo,,2014-11-07,9999-12-30,0
OBČINA BELTINCI,Poslovni subjekt,"GARGAMEL, Podjetje za elektrostoritve in svetovanje, Beltinci d.o.o.",2014-11-07,9999-12-30,104
OBČINA BELTINCI,Poslovni subjekt,"Zavod za raziskovanje in razvijanje alternativnih praks so.p., Beltinci",2014-11-07,2915-07-07,95
OBČINA BENEDIKT,Poslovni subjekt,"BORAK, Storitveno in trgovsko podjetje d.o.o., Gornja Radgona",1990-04-09,9999-12-30,0
OBČINA BENEDIKT,Poslovni subjekt,"VARNOSTNI SISTEMI, integracija sistemov tehničnega varovanja in druge storitve, d.o.o.",2018-03-15,9999-12-30,0
OBČINA BENEDIKT,Poslovni subjekt,FOTOGRAFSKA DEJAVNOST BARTON IGOR BARTON S.P.,2001-05-01,9999-12-30,25
OBČINA BENEDIKT,Poslovni subjekt,"ELEKTRO - inštalacije, Darijan Kebrič s.p.",2011-02-18,9999-12-30,12
OBČINA BENEDIKT,Poslovni subjekt,AVTOPREVOZNIŠTVO IN GOSTINSTVO DAMJAN KAUČIČ s.p.,2013-10-01,9999-12-30,0
OBČINA BENEDIKT,Kmetijsko gospodarstvo,,1994-12-07,9999-12-30,0
OBČINA BISTRICA OB SOTLI,Kmetijsko gospodarstvo,,2014-11-12,9999-12-30,0
OBČINA BISTRICA OB SOTLI,Kmetijsko gospodarstvo,,2014-11-10,9999-12-30,0
OBČINA BISTRICA OB SOTLI,Kmetijsko gospodarstvo,,2014-11-12,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"ZAKONSKA IN DRUŽINSKA TERAPIJA, VLADKA TONICA S.P.",2011-09-22,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"GALERIJA OMERZEL, trgovina, posredništvo in storitve, k.d.",2010-11-23,2014-10-16,0
OBČINA BLED,Poslovni subjekt,"LILIUM PLUS, hotelirstvo, nepremičnine in storitve, d.o.o.",2020-02-19,2020-09-01,0
OBČINA BLED,Poslovni subjekt,"CERRIS, poslovanje svetovanje d.o.o. - V STEČAJU",2018-12-10,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"ODLETI, turistična agencija, d.o.o.",2018-12-10,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"Organizacija športnih prireditev, Jakob Bassanese s.p.",2022-04-19,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"GROM, NIKOLA VUKOVIĆ S.P. GOSTINSTVO",2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"Oblikovanje, Luka Bassanese s.p.",2020-01-01,2020-10-31,0
OBČINA BLED,Kmetijsko gospodarstvo,,2010-11-23,2014-10-16,0
OBČINA BLED,Poslovni subjekt,"BASSING, grafično in industrijsko oblikovanje, Hilda Bassanese s.p.",2019-03-13,2020-09-30,0
OBČINA BLED,Poslovni subjekt,"Oddajanje sob, Elizabeta Šolar s.p.",2019-12-10,9999-12-30,0
OBČINA BLED,Poslovni subjekt,HILDA BASSANESE - SOBODAJALKA,2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"NAJEM OPREME, ANTOLIN GREGA S.P.",2014-10-16,2018-12-09,4
OBČINA BLED,Poslovni subjekt,POSLOVNO SVETOVANJE MIHA REJC S.P.,2018-12-10,9999-12-30,0
OBČINA BLED,Poslovni subjekt,Rekreacijsko turistični center Zatrnik d.o.o.,2023-02-14,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"Magični teater Bled, Jan Mežan s.p.",2023-02-01,9999-12-30,0
OBČINA BLED,Kmetijsko gospodarstvo,,2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"MJ3 POSREDNIŠTVO IN PRODAJA, MARTIN JAMAR S.P.",2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"MLAKAR SP, PREVOZI IN MONTAŽA STAVBNEGA POHIŠTVA, DARKO MLAKAR S.P.",2018-12-10,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"VAC-COMMERCE, varjenje d.o.o., Radovljica",2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,KULTURNO DRUŠTVO RUDIJA JEDRETIČA RIBNO,2022-12-21,9999-12-30,1
OBČINA BLED,Poslovni subjekt,"Alpski odmevi, turizem in svetovanje, Matjaž Berčon, s.p.",2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"KOVINSKA BLED, kovinsko predelovalne storitve, d.d.",2010-11-23,2014-10-16,0
OBČINA BLED,Poslovni subjekt,"Komunala Kranj, javno podjetje, d.o.o.",2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,VESLAŠKI KLUB BLED,2022-12-21,9999-12-30,1
OBČINA BLED,Poslovni subjekt,TRAM strešna dela d.o.o.,2020-05-19,9999-12-30,1
OBČINA BLED,Poslovni subjekt,TRAM strešna dela d.o.o.,2019-05-19,2020-05-19,0
OBČINA BLED,Poslovni subjekt,"MBC PLUS, nepremičninski inženiring, d.o.o.",2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,"KONTURA, projektiranje, d.o.o., Bled",2014-10-16,2019-12-09,1
OBČINA BLED,Poslovni subjekt,KULTURNO DRUŠTVO RDEČE TIPKE,2022-12-21,9999-12-30,0
OBČINA BLED,Poslovni subjekt,MAGIČNI TEATER JABA-DABA-DU ANTON MEŽAN S.P.,2016-10-16,2023-01-31,26
